,date,rf
0,1995-01-31,0.004327547394371356
1,1995-02-28,0.0041912160843997626
2,1995-03-31,0.004823588706668769
3,1995-04-28,0.004789447464203844
4,1995-05-31,0.0047133702379222875
5,1995-06-30,0.004448170106700289
6,1995-07-31,0.00454950493174433
7,1995-08-31,0.0044826176396717266
8,1995-09-29,0.004473757392785327
9,1995-10-31,0.004165658055996557
10,1995-11-30,0.004525273283197073
11,1995-12-29,0.003825971314929344
12,1996-01-31,0.004116218793400295
13,1996-02-29,0.00415856200879805
14,1996-03-29,0.004337307814557434
15,1996-04-30,0.004037887292471121
16,1996-05-31,0.0042011880617085495
17,1996-06-28,0.004021918462185692
18,1996-07-31,0.004201478691874705
19,1996-08-30,0.004269097744825423
20,1996-09-30,0.0041659437220396
21,1996-10-31,0.004143643810066822
22,1996-11-29,0.0041327070332946025
23,1996-12-31,0.004069826955996003
24,1997-01-31,0.004149753726883754
25,1997-02-28,0.004222209012624267
26,1997-03-31,0.004361949164891854
27,1997-04-30,0.004167372835612859
28,1997-05-30,0.0036854504179575365
29,1997-06-30,0.004212807562081311
30,1997-07-31,0.004273661282955699
31,1997-08-29,0.004190242080577278
32,1997-09-30,0.003965498193279515
33,1997-10-31,0.004085831785874072
34,1997-11-28,0.0041670869083383355
35,1997-12-31,0.004265433990386924
36,1998-01-30,0.00419663529458103
37,1998-02-27,0.004277623467067393
38,1998-03-31,0.004368027829450893
39,1998-04-30,0.003947620341335112
40,1998-05-29,0.0038131949662081333
41,1998-06-30,0.003927178749191018
42,1998-07-31,0.003962273799064109
43,1998-08-31,0.003916787472457717
44,1998-09-30,0.003362357051499343
45,1998-10-30,0.0029643399989043306
46,1998-11-30,0.0037081885410463755
47,1998-12-31,0.0036686419484723842
48,1999-01-29,0.0036811928592792587
49,1999-02-26,0.0037620930151647247
50,1999-03-31,0.0038051542540820105
51,1999-04-30,0.003717298169965133
52,1999-05-28,0.0036897080148843298
53,1999-06-30,0.0037050618050415984
54,1999-07-30,0.00371525439969167
55,1999-08-31,0.0037569052513166667
56,1999-09-30,0.0037580672429127215
57,1999-10-29,0.003645005154722103
58,1999-11-30,0.0038164944500647113
59,1999-12-31,0.004260572175965871
60,2000-01-31,0.004498346345757742
61,2000-02-29,0.004438343656719024
62,2000-03-31,0.004891878563007879
63,2000-04-28,0.004401263666510724
64,2000-05-31,0.0039031381835841206
65,2000-06-30,0.004701971741952304
66,2000-07-31,0.0049077623933604375
67,2000-08-31,0.00520829379616039
68,2000-09-29,0.00494523685274606
69,2000-10-31,0.005035356490907805
70,2000-11-30,0.005112183687833616
71,2000-12-29,0.004819320916922942
72,2001-01-31,0.004030974699783085
73,2001-02-28,0.004186557068530217
74,2001-03-30,0.0037003521745415657
75,2001-04-30,0.0031233014899121336
76,2001-05-31,0.0028752113000709567
77,2001-06-29,0.002849574146478906
78,2001-07-31,0.0030381324436314916
79,2001-08-31,0.002815574790299147
80,2001-09-28,0.001983352430660057
81,2001-10-31,0.0017459434685933584
82,2001-11-30,0.0014406492996419384
83,2001-12-31,0.0013642897523848951
84,2002-01-31,0.0014089022402339335
85,2002-02-28,0.001444921093057383
86,2002-03-28,0.0014258519415482063
87,2002-04-30,0.0014616963857203569
88,2002-05-31,0.0014089022402339335
89,2002-06-28,0.0013898027948049396
90,2002-07-31,0.0014174100566961556
91,2002-08-30,0.0013813289088822067
92,2002-09-30,0.0013092224354760429
93,2002-10-31,0.0011843769316450814
94,2002-11-29,0.0010149786028996743
95,2002-12-31,0.000947186474253181
96,2003-01-31,0.0009557115974314634
97,2003-02-28,0.0009959276835238562
98,2003-03-31,0.0009514338657428123
99,2003-04-30,0.0009112935313382309
100,2003-05-30,0.000934546610702025
101,2003-06-30,0.0006615816395740826
102,2003-07-31,0.0007335353444437587
103,2003-08-29,0.0008096924784575243
104,2003-09-30,0.0007102228298636604
105,2003-10-31,0.0007631451421616919
106,2003-11-28,0.0007504604702304185
107,2003-12-31,0.0006891176264278709
108,2004-01-30,0.0006891020100610046
109,2004-02-27,0.000777955160925714
110,2004-03-31,0.0007695117093651227
111,2004-04-30,0.0006742947758289208
112,2004-05-28,0.000756798133349168
113,2004-06-30,0.0009409251238741145
114,2004-07-30,0.001065784808795378
115,2004-08-31,0.0012011998053358397
116,2004-09-30,0.0012161428044388245
117,2004-10-29,0.0014575993496597217
118,2004-11-30,0.0016947748678535213
119,2004-12-31,0.0015911022286829724
120,2005-01-31,0.0018029285550582586
121,2005-02-28,0.0020828428946053634
122,2005-03-31,0.0021680058582578265
123,2005-04-29,0.002261304787674945
124,2005-05-31,0.0022949177268589693
125,2005-06-30,0.0024906812527505373
126,2005-07-29,0.002694471920308139
127,2005-08-31,0.0027882079473136034
128,2005-09-30,0.002658359516414688
129,2005-10-31,0.003085041969763891
130,2005-11-30,0.0033142817323190688
131,2005-12-30,0.003293915059603414
132,2006-01-31,0.003612217873914858
133,2006-02-28,0.0036930674777688743
134,2006-03-31,0.00383448907198769
135,2006-04-28,0.003851525045411419
136,2006-05-31,0.0039201809989142244
137,2006-06-30,0.003911155774504849
138,2006-07-31,0.0042024998870666685
139,2006-08-31,0.004145774952179382
140,2006-09-29,0.0038813394722785333
141,2006-10-31,0.00430189725925012
142,2006-11-30,0.004158562009138889
143,2006-12-29,0.003981444479467688
144,2007-01-31,0.004175899062553556
145,2007-02-28,0.004295282840200976
146,2007-03-30,0.0042179466304996804
147,2007-04-30,0.00397001550009124
148,2007-05-31,0.003919928008931262
149,2007-06-29,0.0037833848252004643
150,2007-07-31,0.004263637515674601
151,2007-08-31,0.0034662358714516728
152,2007-09-28,0.002872950119988227
153,2007-10-31,0.0033240581130611346
154,2007-11-30,0.0026859746362879466
155,2007-12-31,0.0023841392407928375
156,2008-01-31,0.0013877159812205608
157,2008-02-29,0.0017267627998094337
158,2008-03-31,0.0010318608685646602
159,2008-04-30,0.001048884982982612
160,2008-05-30,0.0016250137236775153
161,2008-06-30,0.0014130082456802473
162,2008-07-31,0.00131992642992107
163,2008-08-29,0.0013876843090872004
164,2008-09-30,0.0008033023999001188
165,2008-10-31,0.00021127410751220488
166,2008-11-28,2.5347913129136757e-05
167,2008-12-31,2.5347923691354524e-05
168,2009-01-30,0.00014788194998716087
169,2009-02-27,0.00014365610868338763
170,2009-03-31,0.00012675206514245474
171,2009-04-30,2.9572699664859314e-05
172,2009-05-29,6.759743082263014e-05
173,2009-06-30,0.00012041370397852802
174,2009-07-31,0.00010773798426955139
175,2009-08-31,7.816010228101078e-05
176,2009-09-30,3.590997264102391e-05
177,2009-10-30,8.449149666800437e-06
178,2009-11-30,6.125957552405303e-05
179,2009-12-31,3.1685107327650286e-05
180,2010-01-29,1.2673781195182698e-05
181,2010-02-26,6.125976059534466e-05
182,2010-03-31,0.00011196391633094827
183,2010-04-30,0.00011830185492645029
184,2010-05-28,0.00011407627830628542
185,2010-06-30,0.00013520514054476962
186,2010-07-30,0.00011830185492645029
187,2010-08-31,0.00012675206514245474
188,2010-09-30,0.00011196371025246066
189,2010-10-29,0.00010562523849522165
190,2010-11-30,0.00014154188482295993
191,2010-12-31,6.759743082263014e-05
192,2011-01-31,0.00012463952460239902
193,2011-02-28,6.548465314870633e-05
194,2011-03-31,4.8584714114729977e-05
195,2011-04-29,1.2673781195182698e-05
196,2011-05-31,3.590984545365217e-05
197,2011-06-30,6.336848736410161e-06
198,2011-07-29,7.393518610920857e-05
199,2011-08-31,0.0
200,2011-09-30,1.2673781195182698e-05
201,2011-10-31,4.224555054888057e-06
202,2011-11-30,0.0
203,2011-12-30,0.0
204,2012-01-31,3.168502481076807e-05
205,2012-02-29,4.435978718397848e-05
206,2012-03-30,2.957268528858137e-05
207,2012-04-30,6.337210983109465e-05
208,2012-05-31,2.323553425620517e-05
209,2012-06-29,2.957268528858137e-05
210,2012-07-31,5.069699689719265e-05
211,2012-08-31,6.548486462931713e-05
212,2012-09-28,3.379750580956298e-05
213,2012-10-31,7.816060440846151e-05
214,2012-11-30,0.00010139926823415912
215,2012-12-31,2.1123135641065716e-05
216,2013-01-31,5.0697208149985684e-05
217,2013-02-28,4.013483394560424e-05
218,2013-03-28,3.379752458698704e-05
219,2013-04-30,1.267377063340902e-05
220,2013-05-31,1.2673783835515096e-05
221,2013-06-28,8.449149666800437e-06
222,2013-07-31,8.449152013589867e-06
223,2013-08-30,8.449149666800437e-06
224,2013-09-30,1.68984364385949e-05
225,2013-10-31,2.9572699664859314e-05
226,2013-11-29,2.1123157644797885e-05
227,2013-12-31,1.267377063340902e-05
228,2014-01-31,4.2247260252370467e-05
229,2014-02-28,2.534790256736308e-05
230,2014-03-31,1.4786100351438236e-05
231,2014-04-30,8.449152013589867e-06
232,2014-05-30,1.9010799358287755e-05
233,2014-06-30,1.2673773273963462e-05
234,2014-07-31,4.224556228393794e-06
235,2014-08-29,4.224555935072871e-06
236,2014-09-30,1.267377063340902e-05
237,2014-10-31,2.1122732429823543e-06
238,2014-11-28,4.224556228393794e-06
239,2014-12-31,8.449152013589867e-06
240,2015-01-30,-1.6897845786290056e-05
241,2015-02-27,-4.22451813908431e-06
242,2015-03-31,2.9572627783913674e-05
243,2015-04-30,-4.224517845874409e-06
244,2015-05-29,2.1122732429823543e-06
245,2015-06-30,-3.8019397704869284e-05
246,2015-07-31,2.534790256736308e-05
247,2015-08-31,-6.336765015602097e-06
248,2015-09-30,-2.3234364306845556e-05
249,2015-10-30,2.1123157644797885e-05
250,2015-11-30,0.00010139926823415912
251,2015-12-31,5.703474783902429e-05
252,2016-01-29,0.00019014244287962612
253,2016-02-29,0.0001859145187477207
254,2016-03-31,6.33723739058567e-05
255,2016-04-29,0.00010985073949609792
256,2016-05-31,0.00019014006549156193
257,2016-06-30,0.00017535134568058552
258,2016-07-29,0.00015210782910468623
259,2016-08-31,0.0001985962920354467
260,2016-09-30,0.0001563337460368519
261,2016-10-31,0.00013520363798624757
262,2016-11-30,0.0002535423871006248
263,2016-12-30,0.00034231153527897185
264,2017-01-31,0.00039303530313405943
265,2017-02-28,0.0003575227351797494
266,2017-03-31,0.0005748867903963006
267,2017-04-28,0.0005621979146019918
268,2017-05-31,0.0006256585740447296
269,2017-06-30,0.0007144869197726056
270,2017-07-31,0.0008117758670731501
271,2017-08-31,0.0009260949844933641
272,2017-09-29,0.0007991131357805159
273,2017-10-31,0.0008371537800666573
274,2017-11-30,0.000919717774118034
275,2017-12-29,0.001031913398097828
276,2018-01-31,0.0011272247184368478
277,2018-02-28,0.000993388921665339
278,2018-03-29,0.0013580568380555658
279,2018-04-30,0.0013748803220796635
280,2018-05-31,0.0014661099551254164
281,2018-06-29,0.001483025563929985
282,2018-07-31,0.0015972925776586155
283,2018-08-31,0.0016377311612039147
284,2018-09-28,0.0017394829734820316
285,2018-10-31,0.0018159196817624235
286,2018-11-30,0.0018836104876460702
287,2018-12-31,0.0018834937717022715
288,2019-01-31,0.0019641989918151026
289,2019-02-28,0.0020235886436434924
290,2019-03-29,0.0020192792046598296
291,2019-04-30,0.002010662144680042
292,2019-05-31,0.0019598939658229675
293,2019-06-28,0.001694869357973694
294,2019-07-31,0.0018794274643512132
295,2019-08-30,0.0017393834382608553
296,2019-09-30,0.0015019848013813064
297,2019-10-31,0.0012648020656624848
298,2019-11-29,0.0013600840095586708
299,2019-12-31,0.0011800271374220461
300,2020-01-31,0.0013007789092895905
301,2020-02-28,0.0012054822393281484
302,2020-03-31,3.3796409733000132e-06
303,2020-04-30,6.125969890491412e-05
304,2020-05-29,0.00010562487168730428
305,2020-06-30,9.717372900208687e-05
306,2020-07-31,7.60475999679322e-05
307,2020-08-31,7.604750489842438e-05
308,2020-09-30,7.182259156257587e-05
309,2020-10-30,6.337217584939658e-05
310,2020-11-30,5.914705022780353e-05
311,2020-12-31,4.2247230912062506e-05
312,2021-01-29,4.435965779303608e-05
313,2021-02-26,2.5347881443371634e-05
314,2021-03-31,1.2673781195182698e-05
315,2021-04-30,4.22455534820898e-06
316,2021-05-28,4.22455534820898e-06
317,2021-06-30,2.957268528858137e-05
318,2021-07-30,4.6472123171215074e-05
319,2021-08-31,3.379743070053287e-05
320,2021-09-30,3.802231660010591e-05
321,2021-10-29,4.224720157197659e-05
322,2021-11-30,6.759713036230686e-05
323,2021-12-31,4.224720157197659e-05
324,2022-01-31,2.957264216019162e-05
325,2022-02-28,5.914705022780353e-05
326,2022-03-31,3.379748703258301e-05
327,2022-04-29,0.0002915802615601759
328,2022-05-31,0.000574865055672058
329,2022-06-30,0.0009345322491109975
330,2022-07-29,0.0018072222238860736
331,2022-08-31,0.0019642624600137992
332,2022-09-30,0.002273869200084322
333,2022-10-31,0.0028852901145166587
334,2022-11-30,0.003325821592741196
335,2022-12-30,0.003331837708972829
